2023-12-24 10:00:01.4116–TRACE–2023/12/24 10:00:01:4115| 0|  COM5| S | CommandID    162| FA52010401
2023-12-24 10:00:14.0262–TRACE–2023/12/24 10:00:14:0262| 0|  COM5| R | CommandID    273| FA030401440D0A
2023-12-24 10:00:14.0262–TRACE–2023/12/24 10:00:14:0273| 0|  COM5| S | CommandID    274| FA52020501
2023-12-24 10:00:14.0401–TRACE–2023/12/24 10:00:14:0401| 0|  COM5| R | CommandID    274| FA0204010C0D0A
2023-12-24 10:00:14.0401–TRACE–2023/12/24 10:00:14:0417| 0|  COM5| S | CommandID    275| FA52010601
2023-12-24 10:00:14.0573–TRACE–2023/12/24 10:00:14:0573| 0|  COM5| R | CommandID    275| FA010701010020320D0A
2023-12-24 10:00:14.0573–TRACE–2023/12/24 10:00:14:0584| 0|  COM5| S | CommandID    276| FA52020601
2023-12-24 10:00:14.0721–TRACE–2023/12/24 10:00:14:0721| 0|  COM5| R | CommandID    276| FA020701010020320D0A
2023-12-24 10:00:16.6946–TRACE–2023/12/24 10:00:16:6946| 0|  COM5| S | CommandID    277| FA52010401
2023-12-24 10:00:16.7139–TRACE–2023/12/24 10:00:16:7139| 0|  COM5| R | CommandID    277| FA010A0101020304050607080D0A
2023-12-24 10:00:16.7139–TRACE–2023/12/24 10:00:16:7151| 0|  COM5| S | CommandID    278| FA52020401
2023-12-24 10:00:16.7313–TRACE–2023/12/24 10:00:16:7313| 0|  COM5| R | CommandID    278| FA020A0101020304050607080D0A
2023-12-24 10:00:16.7313–TRACE–2023/12/24 10:00:16:7327| 0|  COM5| S | CommandID    279| FA52030401
2023-12-24 10:00:16.7451–TRACE–2023/12/24 10:00:16:7451| 0|  COM5| R | CommandID    279| FA030A0101020304050607080D0A
2023-12-24 10:00:16.7451–TRACE–2023/12/24 10:00:16:7466| 0|  COM5| S | CommandID    280| FA52010101
2023-12-24 10:00:16.7609–TRACE–2023/12/24 10:00:16:7609| 0|  COM5| R | CommandID    280| FA0103640D0A
2023-12-24 10:00:16.7609–TRACE–2023/12/24 10:00:16:7621| 0|  COM5| S | CommandID    281| FA52020101
2023-12-24 10:00:16.7750–TRACE–2023/12/24 10:00:16:7750| 0|  COM5| R | CommandID    281| FA0203000D0A
2023-12-24 10:00:16.7750–TRACE–2023/12/24 10:00:16:7761| 0|  COM5| S | CommandID    282| FA52030101
2023-12-24 10:00:16.7911–TRACE–2023/12/24 10:00:16:7911| 0|  COM5| R | CommandID    282| FA0303640D0A
2023-12-24 10:00:16.7911–TRACE–2023/12/24 10:00:16:7926| 0|  COM5| S | CommandID    283| FA52010402
2023-12-24 10:00:16.8086–TRACE–2023/12/24 10:00:16:8085| 0|  COM5| R | CommandID    283| FA010400870D0A
2023-12-24 10:00:16.8086–TRACE–2023/12/24 10:00:16:8100| 0|  COM5| S | CommandID    284| FA52020402
2023-12-24 10:00:16.8222–TRACE–2023/12/24 10:00:16:8222| 0|  COM5| R | CommandID    284| FA020400850D0A
2023-12-24 10:00:16.8222–TRACE–2023/12/24 10:00:16:8233| 0|  COM5| S | CommandID    285| FA52030402
2023-12-24 10:00:16.8367–TRACE–2023/12/24 10:00:16:8367| 0|  COM5| R | CommandID    285| FA030400850D0A
2023-12-24 10:00:16.8367–TRACE–2023/12/24 10:00:16:8379| 0|  COM5| S | CommandID    286| FA52010403
2023-12-24 10:00:16.8546–TRACE–2023/12/24 10:00:16:8546| 0|  COM5| R | CommandID    286| FA01054355550D0A
2023-12-24 10:00:16.8546–TRACE–2023/12/24 10:00:16:8559| 0|  COM5| S | CommandID    287| FA52020403
2023-12-24 10:00:16.8693–TRACE–2023/12/24 10:00:16:8693| 0|  COM5| R | CommandID    287| FA02054155550D0A
2023-12-24 10:00:16.8693–TRACE–2023/12/24 10:00:16:8708| 0|  COM5| S | CommandID    288| FA52030403
2023-12-24 10:00:16.8872–TRACE–2023/12/24 10:00:16:8871| 0|  COM5| R | CommandID    288| FA03054159550D0A
2023-12-24 10:00:16.8872–TRACE–2023/12/24 10:00:16:8887| 0|  COM5| S | CommandID    289| FA52010404
2023-12-24 10:00:16.9013–TRACE–2023/12/24 10:00:16:9012| 0|  COM5| R | CommandID    289| FA01034B0D0A
2023-12-24 10:00:16.9013–TRACE–2023/12/24 10:00:16:9029| 0|  COM5| S | CommandID    290| FA52020404
2023-12-24 10:00:16.9156–TRACE–2023/12/24 10:00:16:9156| 0|  COM5| R | CommandID    290| FA02034B0D0A
2023-12-24 10:00:16.9156–TRACE–2023/12/24 10:00:16:9171| 0|  COM5| S | CommandID    291| FA52030404
2023-12-24 10:00:16.9338–TRACE–2023/12/24 10:00:16:9338| 0|  COM5| R | CommandID    291| FA03034B0D0A
2023-12-24 10:00:16.9338–TRACE–2023/12/24 10:00:16:9353| 0|  COM5| S | CommandID    292| FA52010405
2023-12-24 10:00:16.9467–TRACE–2023/12/24 10:00:16:9467| 0|  COM5| R | CommandID    292| FA01040A200D0A
2023-12-24 10:00:16.9467–TRACE–2023/12/24 10:00:16:9479| 0|  COM5| S | CommandID    293| FA52020405
2023-12-24 10:00:16.9621–TRACE–2023/12/24 10:00:16:9621| 0|  COM5| R | CommandID    293| FA02042C2B0D0A
2023-12-24 10:00:16.9621–TRACE–2023/12/24 10:00:16:9635| 0|  COM5| S | CommandID    294| FA52030405
2023-12-24 10:00:16.9775–TRACE–2023/12/24 10:00:16:9775| 0|  COM5| R | CommandID    294| FA03041B240D0A
2023-12-24 10:00:16.9775–TRACE–2023/12/24 10:00:16:9789| 0|  COM5| S | CommandID    295| FA52010501
2023-12-24 10:00:16.9941–TRACE–2023/12/24 10:00:16:9941| 0|  COM5| R | CommandID    295| FA010401180D0A
2023-12-24 10:00:16.9941–TRACE–2023/12/24 10:00:16:9955| 0|  COM5| S | CommandID    296| FA52030501
2023-12-24 10:00:17.0103–TRACE–2023/12/24 10:00:17:0103| 0|  COM5| R | CommandID    296| FA030401300D0A
2023-12-24 10:00:17.0103–TRACE–2023/12/24 10:00:17:0117| 0|  COM5| S | CommandID    297| FA52020501
2023-12-24 10:00:17.0251–TRACE–2023/12/24 10:00:17:0250| 0|  COM5| R | CommandID    297| FA020401480D0A
2023-12-24 10:00:17.0251–TRACE–2023/12/24 10:00:17:0264| 0|  COM5| S | CommandID    298| FA52010601
2023-12-24 10:00:17.0403–TRACE–2023/12/24 10:00:17:0403| 0|  COM5| R | CommandID    298| FA010701010020320D0A
2023-12-24 10:00:17.0403–TRACE–2023/12/24 10:00:17:0423| 0|  COM5| S | CommandID    299| FA52020601
2023-12-24 10:00:17.0752–TRACE–2023/12/24 10:00:17:0752| 0|  COM5| R | CommandID    299| FA020701010020320D0A
2023-12-24 10:00:19.7649–TRACE–2023/12/24 10:00:19:7648| 0|  COM5| S | CommandID    300| FA52010401
2023-12-24 10:00:19.7941–TRACE–2023/12/24 10:00:19:7941| 0|  COM5| R | CommandID    300| FA010A0101020304050607080D0A
2023-12-24 10:00:19.7941–TRACE–2023/12/24 10:00:19:7959| 0|  COM5| S | CommandID    301| FA52020401
2023-12-24 10:00:19.8096–TRACE–2023/12/24 10:00:19:8096| 0|  COM5| R | CommandID    301| FA020A0101020304050607080D0A
2023-12-24 10:00:19.8096–TRACE–2023/12/24 10:00:19:8111| 0|  COM5| S | CommandID    302| FA52030401
2023-12-24 10:00:19.8215–TRACE–2023/12/24 10:00:19:8215| 0|  COM5| R | CommandID    302| FA030A0101020304050607080D0A
2023-12-24 10:00:19.8215–TRACE–2023/12/24 10:00:19:8244| 0|  COM5| S | CommandID    303| FA52010101
2023-12-24 10:00:19.8382–TRACE–2023/12/24 10:00:19:8381| 0|  COM5| R | CommandID    303| FA0103640D0A
2023-12-24 10:00:19.8382–TRACE–2023/12/24 10:00:19:8397| 0|  COM5| S | CommandID    304| FA52020101
2023-12-24 10:00:19.8540–TRACE–2023/12/24 10:00:19:8540| 0|  COM5| R | CommandID    304| FA0203640D0A
2023-12-24 10:00:19.8540–TRACE–2023/12/24 10:00:19:8622| 0|  COM5| S | CommandID    305| FA52030101
2023-12-24 10:00:19.8892–TRACE–2023/12/24 10:00:19:8892| 0|  COM5| R | CommandID    305| FA0303000D0A
2023-12-24 10:00:19.8892–TRACE–2023/12/24 10:00:19:8907| 0|  COM5| S | CommandID    306| FA52010402
2023-12-24 10:00:19.9162–TRACE–2023/12/24 10:00:19:9162| 0|  COM5| R | CommandID    306| FA010400870D0A
2023-12-24 10:00:19.9162–TRACE–2023/12/24 10:00:19:9178| 0|  COM5| S | CommandID    307| FA52020402
2023-12-24 10:00:19.9314–TRACE–2023/12/24 10:00:19:9314| 0|  COM5| R | CommandID    307| FA020400870D0A
2023-12-24 10:00:19.9314–TRACE–2023/12/24 10:00:19:9328| 0|  COM5| S | CommandID    308| FA52030402
2023-12-24 10:00:19.9473–TRACE–2023/12/24 10:00:19:9473| 0|  COM5| R | CommandID    308| FA030400850D0A
2023-12-24 10:00:19.9473–TRACE–2023/12/24 10:00:19:9487| 0|  COM5| S | CommandID    309| FA52010403
2023-12-24 10:00:19.9629–TRACE–2023/12/24 10:00:19:9629| 0|  COM5| R | CommandID    309| FA01054559550D0A
2023-12-24 10:00:19.9629–TRACE–2023/12/24 10:00:19:9646| 0|  COM5| S | CommandID    310| FA52020403
2023-12-24 10:00:19.9785–TRACE–2023/12/24 10:00:19:9785| 0|  COM5| R | CommandID    310| FA02054155550D0A
2023-12-24 10:00:19.9785–TRACE–2023/12/24 10:00:19:9800| 0|  COM5| S | CommandID    311| FA52030403
2023-12-24 10:00:19.9980–TRACE–2023/12/24 10:00:19:9980| 0|  COM5| R | CommandID    311| FA03054555550D0A
2023-12-24 10:00:19.9980–TRACE–2023/12/24 10:00:19:9996| 0|  COM5| S | CommandID    312| FA52010404
2023-12-24 10:00:20.0243–TRACE–2023/12/24 10:00:20:0243| 0|  COM5| R | CommandID    312| FA01034B0D0A
2023-12-24 10:00:20.0243–TRACE–2023/12/24 10:00:20:0260| 0|  COM5| S | CommandID    313| FA52020404
2023-12-24 10:00:20.0423–TRACE–2023/12/24 10:00:20:0423| 0|  COM5| R | CommandID    313| FA02034B0D0A
2023-12-24 10:00:20.0423–TRACE–2023/12/24 10:00:20:0437| 0|  COM5| S | CommandID    314| FA52030404
2023-12-24 10:00:20.0559–TRACE–2023/12/24 10:00:20:0559| 0|  COM5| R | CommandID    314| FA03034B0D0A
2023-12-24 10:00:20.0559–TRACE–2023/12/24 10:00:20:0576| 0|  COM5| S | CommandID    315| FA52010405
2023-12-24 10:00:20.0727–TRACE–2023/12/24 10:00:20:0727| 0|  COM5| R | CommandID    315| FA0104343C0D0A
2023-12-24 10:00:20.0727–TRACE–2023/12/24 10:00:20:0745| 0|  COM5| S | CommandID    316| FA52020405
2023-12-24 10:00:20.0886–TRACE–2023/12/24 10:00:20:0886| 0|  COM5| R | CommandID    316| FA020441340D0A
2023-12-24 10:00:20.0886–TRACE–2023/12/24 10:00:20:0903| 0|  COM5| S | CommandID    317| FA52030405
2023-12-24 10:00:20.1073–TRACE–2023/12/24 10:00:20:1073| 0|  COM5| R | CommandID    317| FA030447200D0A
2023-12-24 10:00:20.1073–TRACE–2023/12/24 10:00:20:1091| 0|  COM5| S | CommandID    318| FA52010501
2023-12-24 10:00:20.1337–TRACE–2023/12/24 10:00:20:1337| 0|  COM5| R | CommandID    318| FA0104012C0D0A
2023-12-24 10:00:20.1337–TRACE–2023/12/24 10:00:20:1354| 0|  COM5| S | CommandID    319| FA52030501
2023-12-24 10:00:20.1503–TRACE–2023/12/24 10:00:20:1503| 0|  COM5| R | CommandID    319| FA030401600D0A
2023-12-24 10:00:20.1503–TRACE–2023/12/24 10:00:20:1520| 0|  COM5| S | CommandID    320| FA52020501
2023-12-24 10:00:20.1665–TRACE–2023/12/24 10:00:20:1665| 0|  COM5| R | CommandID    320| FA0204015C0D0A
2023-12-24 10:00:20.1665–TRACE–2023/12/24 10:00:20:1691| 0|  COM5| S | CommandID    321| FA52010601
2023-12-24 10:00:20.1817–TRACE–2023/12/24 10:00:20:1817| 0|  COM5| R | CommandID    321| FA010701010020320D0A
2023-12-24 10:00:20.1817–TRACE–2023/12/24 10:00:20:1835| 0|  COM5| S | CommandID    322| FA52020601
2023-12-24 10:00:20.1970–TRACE–2023/12/24 10:00:20:1970| 0|  COM5| R | CommandID    322| FA020701010020320D0A
2023-12-24 10:00:22.8174–TRACE–2023/12/24 10:00:22:8174| 0|  COM5| S | CommandID    323| FA52010401
2023-12-24 10:00:22.8397–TRACE–2023/12/24 10:00:22:8396| 0|  COM5| R | CommandID    323| FA010A0101020304050607080D0A
2023-12-24 10:00:22.8397–TRACE–2023/12/24 10:00:22:8419| 0|  COM5| S | CommandID    324| FA52020401
2023-12-24 10:00:22.8690–TRACE–2023/12/24 10:00:22:8690| 0|  COM5| R | CommandID    324| FA020A0101020304050607080D0A
2023-12-24 10:00:22.8690–TRACE–2023/12/24 10:00:22:8710| 0|  COM5| S | CommandID    325| FA52030401
2023-12-24 10:00:22.8850–TRACE–2023/12/24 10:00:22:8850| 0|  COM5| R | CommandID    325| FA030A0101020304050607080D0A
2023-12-24 10:00:22.8850–TRACE–2023/12/24 10:00:22:8870| 0|  COM5| S | CommandID    326| FA52010101
2023-12-24 10:00:22.8993–TRACE–2023/12/24 10:00:22:8992| 0|  COM5| R | CommandID    326| FA0103640D0A
2023-12-24 10:00:22.8993–TRACE–2023/12/24 10:00:22:9024| 0|  COM5| S | CommandID    327| FA52020101
2023-12-24 10:00:22.9179–TRACE–2023/12/24 10:00:22:9179| 0|  COM5| R | CommandID    327| FA0203640D0A
2023-12-24 10:00:22.9179–TRACE–2023/12/24 10:00:22:9202| 0|  COM5| S | CommandID    328| FA52030101
2023-12-24 10:00:22.9470–TRACE–2023/12/24 10:00:22:9470| 0|  COM5| R | CommandID    328| FA0303640D0A
2023-12-24 10:00:22.9470–TRACE–2023/12/24 10:00:22:9488| 0|  COM5| S | CommandID    329| FA52010402
2023-12-24 10:00:22.9623–TRACE–2023/12/24 10:00:22:9623| 0|  COM5| R | CommandID    329| FA010400870D0A
2023-12-24 10:00:22.9623–TRACE–2023/12/24 10:00:22:9640| 0|  COM5| S | CommandID    330| FA52020402
2023-12-24 10:00:22.9792–TRACE–2023/12/24 10:00:22:9792| 0|  COM5| R | CommandID    330| FA020400870D0A
2023-12-24 10:00:22.9792–TRACE–2023/12/24 10:00:22:9812| 0|  COM5| S | CommandID    331| FA52030402
2023-12-24 10:00:22.9945–TRACE–2023/12/24 10:00:22:9944| 0|  COM5| R | CommandID    331| FA030400850D0A
2023-12-24 10:00:22.9945–TRACE–2023/12/24 10:00:22:9964| 0|  COM5| S | CommandID    332| FA52010403
2023-12-24 10:00:23.0105–TRACE–2023/12/24 10:00:23:0105| 0|  COM5| R | CommandID    332| FA01054359550D0A
2023-12-24 10:00:23.0105–TRACE–2023/12/24 10:00:23:0125| 0|  COM5| S | CommandID    333| FA52020403
2023-12-24 10:00:23.0267–TRACE–2023/12/24 10:00:23:0267| 0|  COM5| R | CommandID    333| FA02054555550D0A
2023-12-24 10:00:23.0267–TRACE–2023/12/24 10:00:23:0290| 0|  COM5| S | CommandID    334| FA52030403
2023-12-24 10:00:23.0620–TRACE–2023/12/24 10:00:23:0620| 0|  COM5| R | CommandID    334| FA03054355550D0A
2023-12-24 10:00:23.0620–TRACE–2023/12/24 10:00:23:0639| 0|  COM5| S | CommandID    335| FA52010404
2023-12-24 10:00:23.0898–TRACE–2023/12/24 10:00:23:0898| 0|  COM5| R | CommandID    335| FA01034B0D0A
2023-12-24 10:00:23.0898–TRACE–2023/12/24 10:00:23:0921| 0|  COM5| S | CommandID    336| FA52020404
2023-12-24 10:00:23.1039–TRACE–2023/12/24 10:00:23:1039| 0|  COM5| R | CommandID    336| FA02035F0D0A
2023-12-24 10:00:23.1039–TRACE–2023/12/24 10:00:23:1060| 0|  COM5| S | CommandID    337| FA52030404
2023-12-24 10:00:23.1196–TRACE–2023/12/24 10:00:23:1196| 0|  COM5| R | CommandID    337| FA03034B0D0A
2023-12-24 10:00:23.1196–TRACE–2023/12/24 10:00:23:1221| 0|  COM5| S | CommandID    338| FA52010405
2023-12-24 10:00:23.1375–TRACE–2023/12/24 10:00:23:1375| 0|  COM5| R | CommandID    338| FA0104501A0D0A
2023-12-24 10:00:23.1375–TRACE–2023/12/24 10:00:23:1400| 0|  COM5| S | CommandID    339| FA52020405
2023-12-24 10:00:23.1646–TRACE–2023/12/24 10:00:23:1646| 0|  COM5| R | CommandID    339| FA0204254E0D0A
2023-12-24 10:00:23.1646–TRACE–2023/12/24 10:00:23:1684| 0|  COM5| S | CommandID    340| FA52030405
2023-12-24 10:00:23.1860–TRACE–2023/12/24 10:00:23:1860| 0|  COM5| R | CommandID    340| FA030437460D0A
2023-12-24 10:00:23.1860–TRACE–2023/12/24 10:00:23:1884| 0|  COM5| S | CommandID    341| FA52010501
2023-12-24 10:00:23.2163–TRACE–2023/12/24 10:00:23:2163| 0|  COM5| R | CommandID    341| FA010401480D0A
2023-12-24 10:00:23.2163–TRACE–2023/12/24 10:00:23:2193| 0|  COM5| S | CommandID    342| FA52030501
2023-12-24 10:00:23.2435–TRACE–2023/12/24 10:00:23:2435| 0|  COM5| R | CommandID    342| FA0304015C0D0A
2023-12-24 10:00:23.2435–TRACE–2023/12/24 10:00:23:2457| 0|  COM5| S | CommandID    343| FA52020501
2023-12-24 10:00:23.2605–TRACE–2023/12/24 10:00:23:2604| 0|  COM5| R | CommandID    343| FA0204015C0D0A
2023-12-24 10:00:23.2605–TRACE–2023/12/24 10:00:23:2626| 0|  COM5| S | CommandID    344| FA52010601
2023-12-24 10:00:23.2747–TRACE–2023/12/24 10:00:23:2747| 0|  COM5| R | CommandID    344| FA010701010020320D0A
2023-12-24 10:00:23.2747–TRACE–2023/12/24 10:00:23:2774| 0|  COM5| S | CommandID    345| FA52020601
2023-12-24 10:00:23.3115–TRACE–2023/12/24 10:00:23:3115| 0|  COM5| R | CommandID    345| FA020701010020320D0A
2023-12-24 10:00:25.8865–TRACE–2023/12/24 10:00:25:8865| 0|  COM5| S | CommandID    346| FA52010401
2023-12-24 10:00:25.9017–TRACE–2023/12/24 10:00:25:9016| 0|  COM5| R | CommandID    346| FA010A0101020304050607080D0A
2023-12-24 10:00:25.9017–TRACE–2023/12/24 10:00:25:9042| 0|  COM5| S | CommandID    347| FA52020401
2023-12-24 10:00:25.9313–TRACE–2023/12/24 10:00:25:9313| 0|  COM5| R | CommandID    347| FA020A0101020304050607080D0A
2023-12-24 10:00:25.9313–TRACE–2023/12/24 10:00:25:9348| 0|  COM5| S | CommandID    348| FA52030401
2023-12-24 10:00:25.9634–TRACE–2023/12/24 10:00:25:9634| 0|  COM5| R | CommandID    348| FA030A0101020304050607080D0A
2023-12-24 10:00:25.9634–TRACE–2023/12/24 10:00:25:9678| 0|  COM5| S | CommandID    349| FA52010101
2023-12-24 10:00:25.9943–TRACE–2023/12/24 10:00:25:9943| 0|  COM5| R | CommandID    349| FA0103640D0A
2023-12-24 10:00:25.9943–TRACE–2023/12/24 10:00:25:9966| 0|  COM5| S | CommandID    350| FA52020101
2023-12-24 10:00:26.0089–TRACE–2023/12/24 10:00:26:0089| 0|  COM5| R | CommandID    350| FA0203000D0A
2023-12-24 10:00:26.0089–TRACE–2023/12/24 10:00:26:0117| 0|  COM5| S | CommandID    351| FA52030101
2023-12-24 10:00:26.0260–TRACE–2023/12/24 10:00:26:0259| 0|  COM5| R | CommandID    351| FA0303640D0A
2023-12-24 10:00:26.0260–TRACE–2023/12/24 10:00:26:0293| 0|  COM5| S | CommandID    352| FA52010402
2023-12-24 10:00:26.0566–TRACE–2023/12/24 10:00:26:0566| 0|  COM5| R | CommandID    352| FA010400850D0A
2023-12-24 10:00:26.0566–TRACE–2023/12/24 10:00:26:0588| 0|  COM5| S | CommandID    353| FA52020402
2023-12-24 10:00:26.0756–TRACE–2023/12/24 10:00:26:0756| 0|  COM5| R | CommandID    353| FA020400890D0A
2023-12-24 10:00:26.0756–TRACE–2023/12/24 10:00:26:0796| 0|  COM5| S | CommandID    354| FA52030402
2023-12-24 10:00:26.1100–TRACE–2023/12/24 10:00:26:1100| 0|  COM5| R | CommandID    354| FA030400890D0A
2023-12-24 10:00:26.1100–TRACE–2023/12/24 10:00:26:1122| 0|  COM5| S | CommandID    355| FA52010403
2023-12-24 10:00:26.1392–TRACE–2023/12/24 10:00:26:1391| 0|  COM5| R | CommandID    355| FA01054157550D0A
2023-12-24 10:00:26.1392–TRACE–2023/12/24 10:00:26:1415| 0|  COM5| S | CommandID    356| FA52020403
2023-12-24 10:00:26.1651–TRACE–2023/12/24 10:00:26:1650| 0|  COM5| R | CommandID    356| FA02054359550D0A
2023-12-24 10:00:26.1651–TRACE–2023/12/24 10:00:26:1692| 0|  COM5| S | CommandID    357| FA52030403
2023-12-24 10:00:26.1967–TRACE–2023/12/24 10:00:26:1967| 0|  COM5| R | CommandID    357| FA03054359550D0A
2023-12-24 10:00:26.1967–TRACE–2023/12/24 10:00:26:1991| 0|  COM5| S | CommandID    358| FA52010404
2023-12-24 10:00:26.2146–TRACE–2023/12/24 10:00:26:2146| 0|  COM5| R | CommandID    358| FA01034B0D0A
2023-12-24 10:00:26.2146–TRACE–2023/12/24 10:00:26:2171| 0|  COM5| S | CommandID    359| FA52020404
2023-12-24 10:00:26.2460–TRACE–2023/12/24 10:00:26:2460| 0|  COM5| R | CommandID    359| FA02034B0D0A
2023-12-24 10:00:26.2460–TRACE–2023/12/24 10:00:26:2484| 0|  COM5| S | CommandID    360| FA52030404
2023-12-24 10:00:26.2746–TRACE–2023/12/24 10:00:26:2746| 0|  COM5| R | CommandID    360| FA03034B0D0A
2023-12-24 10:00:26.2746–TRACE–2023/12/24 10:00:26:2770| 0|  COM5| S | CommandID    361| FA52010405
2023-12-24 10:00:26.2908–TRACE–2023/12/24 10:00:26:2908| 0|  COM5| R | CommandID    361| FA010415200D0A
2023-12-24 10:00:26.2908–TRACE–2023/12/24 10:00:26:2934| 0|  COM5| S | CommandID    362| FA52020405
2023-12-24 10:00:26.3086–TRACE–2023/12/24 10:00:26:3086| 0|  COM5| R | CommandID    362| FA02040C110D0A
2023-12-24 10:00:26.3086–TRACE–2023/12/24 10:00:26:3110| 0|  COM5| S | CommandID    363| FA52030405
2023-12-24 10:00:26.3365–TRACE–2023/12/24 10:00:26:3365| 0|  COM5| R | CommandID    363| FA030423480D0A
2023-12-24 10:00:26.3365–TRACE–2023/12/24 10:00:26:3388| 0|  COM5| S | CommandID    364| FA52010501
2023-12-24 10:00:26.3535–TRACE–2023/12/24 10:00:26:3535| 0|  COM5| R | CommandID    364| FA010401080D0A
2023-12-24 10:00:26.3535–TRACE–2023/12/24 10:00:26:3562| 0|  COM5| S | CommandID    365| FA52030501
2023-12-24 10:00:26.3689–TRACE–2023/12/24 10:00:26:3689| 0|  COM5| R | CommandID    365| FA030401340D0A
2023-12-24 10:00:26.3689–TRACE–2023/12/24 10:00:26:3715| 0|  COM5| S | CommandID    366| FA52020501
2023-12-24 10:00:26.3876–TRACE–2023/12/24 10:00:26:3876| 0|  COM5| R | CommandID    366| FA0204012C0D0A
2023-12-24 10:00:26.3876–TRACE–2023/12/24 10:00:26:3901| 0|  COM5| S | CommandID    367| FA52010601
2023-12-24 10:00:26.4186–TRACE–2023/12/24 10:00:26:4186| 0|  COM5| R | CommandID    367| FA010701010020320D0A
2023-12-24 10:00:26.4186–TRACE–2023/12/24 10:00:26:4212| 0|  COM5| S | CommandID    368| FA52020601
2023-12-24 10:00:26.4533–TRACE–2023/12/24 10:00:26:4533| 0|  COM5| R | CommandID    368| FA020701010020320D0A
2023-12-24 10:00:28.9502–TRACE–2023/12/24 10:00:28:9502| 0|  COM5| S | CommandID    369| FA52010401
2023-12-24 10:00:28.9781–TRACE–2023/12/24 10:00:28:9780| 0|  COM5| R | CommandID    369| FA010A0101020304050607080D0A
2023-12-24 10:00:28.9781–TRACE–2023/12/24 10:00:28:9806| 0|  COM5| S | CommandID    370| FA52020401
2023-12-24 10:00:28.9955–TRACE–2023/12/24 10:00:28:9955| 0|  COM5| R | CommandID    370| FA020A0101020304050607080D0A
2023-12-24 10:00:28.9955–TRACE–2023/12/24 10:00:28:9977| 0|  COM5| S | CommandID    371| FA52030401
2023-12-24 10:00:29.0252–TRACE–2023/12/24 10:00:29:0252| 0|  COM5| R | CommandID    371| FA030A0101020304050607080D0A
2023-12-24 10:00:29.0252–TRACE–2023/12/24 10:00:29:0352| 0|  COM5| S | CommandID    372| FA52010101
2023-12-24 10:00:29.0642–TRACE–2023/12/24 10:00:29:0642| 0|  COM5| R | CommandID    372| FA0103640D0A
2023-12-24 10:00:29.0642–TRACE–2023/12/24 10:00:29:0680| 0|  COM5| S | CommandID    373| FA52020101
2023-12-24 10:00:29.0936–TRACE–2023/12/24 10:00:29:0936| 0|  COM5| R | CommandID    373| FA0203640D0A
2023-12-24 10:00:29.0936–TRACE–2023/12/24 10:00:29:0962| 0|  COM5| S | CommandID    374| FA52030101
2023-12-24 10:00:29.1215–TRACE–2023/12/24 10:00:29:1215| 0|  COM5| R | CommandID    374| FA0303640D0A
2023-12-24 10:00:29.1215–TRACE–2023/12/24 10:00:29:1239| 0|  COM5| S | CommandID    375| FA52010402
2023-12-24 10:00:29.1517–TRACE–2023/12/24 10:00:29:1516| 0|  COM5| R | CommandID    375| FA010400890D0A
2023-12-24 10:00:29.1517–TRACE–2023/12/24 10:00:29:1541| 0|  COM5| S | CommandID    376| FA52020402
2023-12-24 10:00:29.1833–TRACE–2023/12/24 10:00:29:1833| 0|  COM5| R | CommandID    376| FA020400870D0A
2023-12-24 10:00:29.1833–TRACE–2023/12/24 10:00:29:1858| 0|  COM5| S | CommandID    377| FA52030402
2023-12-24 10:00:29.2150–TRACE–2023/12/24 10:00:29:2150| 0|  COM5| R | CommandID    377| FA030400890D0A
2023-12-24 10:00:29.2150–TRACE–2023/12/24 10:00:29:2175| 0|  COM5| S | CommandID    378| FA52010403
2023-12-24 10:00:29.2452–TRACE–2023/12/24 10:00:29:2452| 0|  COM5| R | CommandID    378| FA01054557550D0A
2023-12-24 10:00:29.2452–TRACE–2023/12/24 10:00:29:2481| 0|  COM5| S | CommandID    379| FA52020403
2023-12-24 10:00:29.2754–TRACE–2023/12/24 10:00:29:2754| 0|  COM5| R | CommandID    379| FA02054359550D0A
2023-12-24 10:00:29.2754–TRACE–2023/12/24 10:00:29:2783| 0|  COM5| S | CommandID    380| FA52030403
2023-12-24 10:00:29.2911–TRACE–2023/12/24 10:00:29:2911| 0|  COM5| R | CommandID    380| FA03054559550D0A
2023-12-24 10:00:29.2911–TRACE–2023/12/24 10:00:29:3012| 0|  COM5| S | CommandID    381| FA52010404
2023-12-24 10:00:29.3288–TRACE–2023/12/24 10:00:29:3288| 0|  COM5| R | CommandID    381| FA01034B0D0A
2023-12-24 10:00:29.3288–TRACE–2023/12/24 10:00:29:3313| 0|  COM5| S | CommandID    382| FA52020404
2023-12-24 10:00:29.3548–TRACE–2023/12/24 10:00:29:3548| 0|  COM5| R | CommandID    382| FA02034B0D0A
2023-12-24 10:00:29.3548–TRACE–2023/12/24 10:00:29:3578| 0|  COM5| S | CommandID    383| FA52030404
2023-12-24 10:00:29.3700–TRACE–2023/12/24 10:00:29:3700| 0|  COM5| R | CommandID    383| FA03034B0D0A
2023-12-24 10:00:29.3700–TRACE–2023/12/24 10:00:29:3725| 0|  COM5| S | CommandID    384| FA52010405
2023-12-24 10:00:29.4011–TRACE–2023/12/24 10:00:29:4011| 0|  COM5| R | CommandID    384| FA0104473F0D0A
