2023-11-09 21:00:00.0720–TRACE–2023/11/09 21:00:00:0719| 1|  COM5| S | CommandID     49| FA52010501
2023-11-09 21:22:37.8353–TRACE–2023/11/09 21:22:37:8353| 0|  COM5| S | CommandID     47| FA52020405
2023-11-09 21:22:37.8567–TRACE–2023/11/09 21:22:37:8566| 0|  COM5| R | CommandID     47| FA02043A4E0D0A
2023-11-09 21:22:37.9463–TRACE–2023/11/09 21:22:37:9463| 0|  COM5| S | CommandID     48| FA52030405
2023-11-09 21:22:37.9619–TRACE–2023/11/09 21:22:37:9619| 0|  COM5| R | CommandID     48| FA0304474A0D0A
2023-11-09 21:22:38.0557–TRACE–2023/11/09 21:22:38:0557| 0|  COM5| S | CommandID     49| FA52010501
2023-11-09 21:22:38.0718–TRACE–2023/11/09 21:22:38:0718| 0|  COM5| R | CommandID     49| FA0104012C0D0A
2023-11-09 21:22:38.1663–TRACE–2023/11/09 21:22:38:1663| 0|  COM5| S | CommandID     50| FA52030501
2023-11-09 21:22:38.1913–TRACE–2023/11/09 21:22:38:1913| 0|  COM5| R | CommandID     50| FA030401140D0A
2023-11-09 21:22:38.2770–TRACE–2023/11/09 21:22:38:2769| 0|  COM5| S | CommandID     51| FA52020501
2023-11-09 21:22:38.2907–TRACE–2023/11/09 21:22:38:2907| 0|  COM5| R | CommandID     51| FA020401140D0A
2023-11-09 21:22:38.7910–TRACE–2023/11/09 21:22:38:7910| 0|  COM5| S | CommandID     52| FA52010405
2023-11-09 21:22:38.8065–TRACE–2023/11/09 21:22:38:8065| 0|  COM5| R | CommandID     52| FA01040F140D0A
2023-11-09 21:22:38.9015–TRACE–2023/11/09 21:22:38:9015| 0|  COM5| S | CommandID     53| FA52020405
2023-11-09 21:22:38.9168–TRACE–2023/11/09 21:22:38:9168| 0|  COM5| R | CommandID     53| FA0204380B0D0A
2023-11-09 21:22:39.0087–TRACE–2023/11/09 21:22:39:0086| 0|  COM5| S | CommandID     54| FA52030405
2023-11-09 21:22:39.0246–TRACE–2023/11/09 21:22:39:0246| 0|  COM5| R | CommandID     54| FA030431220D0A
2023-11-09 21:22:39.1211–TRACE–2023/11/09 21:22:39:1211| 0|  COM5| S | CommandID     55| FA52010501
2023-11-09 21:22:39.1358–TRACE–2023/11/09 21:22:39:1357| 0|  COM5| R | CommandID     55| FA010401380D0A
2023-11-09 21:22:39.2334–TRACE–2023/11/09 21:22:39:2334| 0|  COM5| S | CommandID     56| FA52030501
2023-11-09 21:22:39.2660–TRACE–2023/11/09 21:22:39:2660| 0|  COM5| R | CommandID     56| FA030401440D0A
2023-11-09 21:22:39.3406–TRACE–2023/11/09 21:22:39:3406| 0|  COM5| S | CommandID     57| FA52020501
2023-11-09 21:22:39.3538–TRACE–2023/11/09 21:22:39:3538| 0|  COM5| R | CommandID     57| FA020401300D0A
2023-11-09 21:22:39.8544–TRACE–2023/11/09 21:22:39:8544| 0|  COM5| S | CommandID     58| FA52010405
2023-11-09 21:22:39.8707–TRACE–2023/11/09 21:22:39:8707| 0|  COM5| R | CommandID     58| FA0104281C0D0A
2023-11-09 21:22:39.9647–TRACE–2023/11/09 21:22:39:9647| 0|  COM5| S | CommandID     59| FA52020405
2023-11-09 21:22:39.9781–TRACE–2023/11/09 21:22:39:9781| 0|  COM5| R | CommandID     59| FA02042D250D0A
2023-11-09 21:22:40.0743–TRACE–2023/11/09 21:22:40:0743| 0|  COM5| S | CommandID     60| FA52030405
2023-11-09 21:22:40.0879–TRACE–2023/11/09 21:22:40:0879| 0|  COM5| R | CommandID     60| FA03044F270D0A
2023-11-09 21:22:40.1854–TRACE–2023/11/09 21:22:40:1854| 0|  COM5| S | CommandID     61| FA52010501
2023-11-09 21:22:40.1982–TRACE–2023/11/09 21:22:40:1981| 0|  COM5| R | CommandID     61| FA010401000D0A
2023-11-09 21:22:40.2941–TRACE–2023/11/09 21:22:40:2941| 0|  COM5| S | CommandID     62| FA52030501
2023-11-09 21:22:40.3076–TRACE–2023/11/09 21:22:40:3076| 0|  COM5| R | CommandID     62| FA030401400D0A
2023-11-09 21:22:40.4013–TRACE–2023/11/09 21:22:40:4013| 0|  COM5| S | CommandID     63| FA52020501
2023-11-09 21:22:40.4160–TRACE–2023/11/09 21:22:40:4160| 0|  COM5| R | CommandID     63| FA020401340D0A
2023-11-09 21:22:40.9024–TRACE–2023/11/09 21:22:40:9024| 0|  COM5| S | CommandID     64| FA52010405
2023-11-09 21:22:40.9160–TRACE–2023/11/09 21:22:40:9160| 0|  COM5| R | CommandID     64| FA0104202D0D0A
2023-11-09 21:22:41.0094–TRACE–2023/11/09 21:22:41:0094| 0|  COM5| S | CommandID     65| FA52020405
2023-11-09 21:22:41.0261–TRACE–2023/11/09 21:22:41:0261| 0|  COM5| R | CommandID     65| FA020444250D0A
2023-11-09 21:22:41.1230–TRACE–2023/11/09 21:22:41:1230| 0|  COM5| S | CommandID     66| FA52030405
2023-11-09 21:22:41.1509–TRACE–2023/11/09 21:22:41:1509| 0|  COM5| R | CommandID     66| FA030446420D0A
2023-11-09 21:22:41.2318–TRACE–2023/11/09 21:22:41:2317| 0|  COM5| S | CommandID     67| FA52010501
2023-11-09 21:22:41.2440–TRACE–2023/11/09 21:22:41:2440| 0|  COM5| R | CommandID     67| FA0104012C0D0A
2023-11-09 21:22:41.3425–TRACE–2023/11/09 21:22:41:3425| 0|  COM5| S | CommandID     68| FA52030501
2023-11-09 21:22:41.3689–TRACE–2023/11/09 21:22:41:3689| 0|  COM5| R | CommandID     68| FA030401380D0A
2023-11-09 21:22:41.4546–TRACE–2023/11/09 21:22:41:4545| 0|  COM5| S | CommandID     69| FA52020501
2023-11-09 21:22:41.4855–TRACE–2023/11/09 21:22:41:4855| 0|  COM5| R | CommandID     69| FA020401080D0A
2023-11-09 21:22:41.9645–TRACE–2023/11/09 21:22:41:9645| 0|  COM5| S | CommandID     70| FA52010405
2023-11-09 21:22:41.9795–TRACE–2023/11/09 21:22:41:9795| 0|  COM5| R | CommandID     70| FA0104424A0D0A
2023-11-09 21:22:42.0726–TRACE–2023/11/09 21:22:42:0726| 0|  COM5| S | CommandID     71| FA52020405
2023-11-09 21:22:42.0880–TRACE–2023/11/09 21:22:42:0880| 0|  COM5| R | CommandID     71| FA0204361C0D0A
2023-11-09 21:22:42.1843–TRACE–2023/11/09 21:22:42:1843| 0|  COM5| S | CommandID     72| FA52030405
2023-11-09 21:22:42.1976–TRACE–2023/11/09 21:22:42:1975| 0|  COM5| R | CommandID     72| FA03043D320D0A
2023-11-09 21:22:42.2937–TRACE–2023/11/09 21:22:42:2936| 0|  COM5| S | CommandID     73| FA52010501
2023-11-09 21:22:42.3059–TRACE–2023/11/09 21:22:42:3059| 0|  COM5| R | CommandID     73| FA010401580D0A
2023-11-09 21:22:42.4077–TRACE–2023/11/09 21:22:42:4077| 0|  COM5| S | CommandID     74| FA52030501
2023-11-09 21:22:42.4308–TRACE–2023/11/09 21:22:42:4308| 0|  COM5| R | CommandID     74| FA030401400D0A
2023-11-09 21:22:42.5215–TRACE–2023/11/09 21:22:42:5215| 0|  COM5| S | CommandID     75| FA52020501
2023-11-09 21:22:42.5410–TRACE–2023/11/09 21:22:42:5410| 0|  COM5| R | CommandID     75| FA020401380D0A
2023-11-09 21:22:43.0284–TRACE–2023/11/09 21:22:43:0284| 0|  COM5| S | CommandID     76| FA52010405
2023-11-09 21:22:43.0411–TRACE–2023/11/09 21:22:43:0411| 0|  COM5| R | CommandID     76| FA010438250D0A
2023-11-09 21:22:43.1361–TRACE–2023/11/09 21:22:43:1361| 0|  COM5| S | CommandID     77| FA52020405
2023-11-09 21:22:43.1494–TRACE–2023/11/09 21:22:43:1494| 0|  COM5| R | CommandID     77| FA02040B400D0A
2023-11-09 21:22:43.2432–TRACE–2023/11/09 21:22:43:2432| 0|  COM5| S | CommandID     78| FA52030405
2023-11-09 21:22:43.2601–TRACE–2023/11/09 21:22:43:2601| 0|  COM5| R | CommandID     78| FA03042E430D0A
2023-11-09 21:22:43.3567–TRACE–2023/11/09 21:22:43:3566| 0|  COM5| S | CommandID     79| FA52010501
2023-11-09 21:22:43.3691–TRACE–2023/11/09 21:22:43:3691| 0|  COM5| R | CommandID     79| FA010401600D0A
2023-11-09 21:22:43.4659–TRACE–2023/11/09 21:22:43:4659| 0|  COM5| S | CommandID     80| FA52030501
2023-11-09 21:22:43.4781–TRACE–2023/11/09 21:22:43:4781| 0|  COM5| R | CommandID     80| FA030401500D0A
2023-11-09 21:22:43.5734–TRACE–2023/11/09 21:22:43:5733| 0|  COM5| S | CommandID     81| FA52020501
2023-11-09 21:22:43.6081–TRACE–2023/11/09 21:22:43:6080| 0|  COM5| R | CommandID     81| FA0204013C0D0A
2023-11-09 21:22:44.0778–TRACE–2023/11/09 21:22:44:0778| 0|  COM5| S | CommandID     82| FA57000201
2023-11-09 21:22:44.1036–TRACE–2023/11/09 21:22:44:1036| 0|  COM5| R | CommandID     82| C30D0A
2023-11-09 21:22:46.0879–TRACE–2023/11/09 21:22:46:0879| 0|  COM5| S | CommandID     83| FA52010002
2023-11-09 21:22:46.1053–TRACE–2023/11/09 21:22:46:1053| 0|  COM5| R | CommandID     83| FA010403040D0A
2023-11-09 21:22:46.1968–TRACE–2023/11/09 21:22:46:1968| 0|  COM5| S | CommandID     84| FA52020002
2023-11-09 21:22:46.2135–TRACE–2023/11/09 21:22:46:2135| 0|  COM5| R | CommandID     84| FA020403040D0A
2023-11-09 21:22:46.3076–TRACE–2023/11/09 21:22:46:3076| 0|  COM5| S | CommandID     85| FA52030002
2023-11-09 21:22:46.3224–TRACE–2023/11/09 21:22:46:3224| 0|  COM5| R | CommandID     85| FA030403040D0A
2023-11-09 21:22:46.4214–TRACE–2023/11/09 21:22:46:4213| 0|  COM5| S | CommandID     86| FA52010001
2023-11-09 21:22:46.4476–TRACE–2023/11/09 21:22:46:4476| 0|  COM5| R | CommandID     86| FA010401020D0A
2023-11-09 21:22:46.5315–TRACE–2023/11/09 21:22:46:5315| 0|  COM5| S | CommandID     87| FA52020001
2023-11-09 21:22:46.5559–TRACE–2023/11/09 21:22:46:5559| 0|  COM5| R | CommandID     87| FA020401020D0A
2023-11-09 21:22:46.6425–TRACE–2023/11/09 21:22:46:6424| 0|  COM5| S | CommandID     88| FA52030001
2023-11-09 21:22:46.6670–TRACE–2023/11/09 21:22:46:6670| 0|  COM5| R | CommandID     88| FA030401020D0A
2023-11-09 21:22:46.7527–TRACE–2023/11/09 21:22:46:7526| 0|  COM5| S | CommandID     89| FA52010401
2023-11-09 21:22:46.7791–TRACE–2023/11/09 21:22:46:7791| 0|  COM5| R | CommandID     89| FA010A0101020304050607080D0A
2023-11-09 21:22:46.8575–TRACE–2023/11/09 21:22:46:8575| 0|  COM5| S | CommandID     90| FA52020401
2023-11-09 21:22:46.8702–TRACE–2023/11/09 21:22:46:8702| 0|  COM5| R | CommandID     90| FA020A0101020304050607080D0A
2023-11-09 21:22:46.9649–TRACE–2023/11/09 21:22:46:9649| 0|  COM5| S | CommandID     91| FA52030401
2023-11-09 21:22:46.9795–TRACE–2023/11/09 21:22:46:9795| 0|  COM5| R | CommandID     91| FA030A0101020304050607080D0A
2023-11-09 21:22:47.0764–TRACE–2023/11/09 21:22:47:0764| 0|  COM5| S | CommandID     92| FA52010101
2023-11-09 21:22:47.1063–TRACE–2023/11/09 21:22:47:1063| 0|  COM5| R | CommandID     92| FA0103640D0A
2023-11-09 21:22:47.1839–TRACE–2023/11/09 21:22:47:1838| 0|  COM5| S | CommandID     93| FA52020101
2023-11-09 21:22:47.1967–TRACE–2023/11/09 21:22:47:1967| 0|  COM5| R | CommandID     93| FA0203640D0A
2023-11-09 21:22:47.2911–TRACE–2023/11/09 21:22:47:2910| 0|  COM5| S | CommandID     94| FA52030101
2023-11-09 21:22:47.3069–TRACE–2023/11/09 21:22:47:3069| 0|  COM5| R | CommandID     94| FA0303640D0A
2023-11-09 21:22:47.4018–TRACE–2023/11/09 21:22:47:4018| 0|  COM5| S | CommandID     95| FA52010402
2023-11-09 21:22:47.4163–TRACE–2023/11/09 21:22:47:4163| 0|  COM5| R | CommandID     95| FA010400870D0A
2023-11-09 21:22:47.5085–TRACE–2023/11/09 21:22:47:5085| 0|  COM5| S | CommandID     96| FA52020402
2023-11-09 21:22:47.5253–TRACE–2023/11/09 21:22:47:5252| 0|  COM5| R | CommandID     96| FA020400850D0A
2023-11-09 21:22:47.6214–TRACE–2023/11/09 21:22:47:6214| 0|  COM5| S | CommandID     97| FA52030402
2023-11-09 21:22:47.6354–TRACE–2023/11/09 21:22:47:6354| 0|  COM5| R | CommandID     97| FA030400870D0A
2023-11-09 21:22:47.7316–TRACE–2023/11/09 21:22:47:7316| 0|  COM5| S | CommandID     98| FA52010403
2023-11-09 21:22:47.7453–TRACE–2023/11/09 21:22:47:7453| 0|  COM5| R | CommandID     98| FA01054557550D0A
2023-11-09 21:22:47.8372–TRACE–2023/11/09 21:22:47:8372| 0|  COM5| S | CommandID     99| FA52020403
2023-11-09 21:22:47.8541–TRACE–2023/11/09 21:22:47:8541| 0|  COM5| R | CommandID     99| FA02054557550D0A
2023-11-09 21:22:47.9472–TRACE–2023/11/09 21:22:47:9472| 0|  COM5| S | CommandID    100| FA52030403
2023-11-09 21:22:47.9649–TRACE–2023/11/09 21:22:47:9649| 0|  COM5| R | CommandID    100| FA03054359550D0A
2023-11-09 21:22:48.0556–TRACE–2023/11/09 21:22:48:0556| 0|  COM5| S | CommandID    101| FA52010404
2023-11-09 21:22:48.0738–TRACE–2023/11/09 21:22:48:0738| 0|  COM5| R | CommandID    101| FA01034B0D0A
2023-11-09 21:22:48.1675–TRACE–2023/11/09 21:22:48:1675| 0|  COM5| S | CommandID    102| FA52020404
2023-11-09 21:22:48.1822–TRACE–2023/11/09 21:22:48:1822| 0|  COM5| R | CommandID    102| FA02034B0D0A
2023-11-09 21:22:48.2799–TRACE–2023/11/09 21:22:48:2799| 0|  COM5| S | CommandID    103| FA52030404
2023-11-09 21:22:48.3084–TRACE–2023/11/09 21:22:48:3084| 0|  COM5| R | CommandID    103| FA03034B0D0A
2023-11-09 21:22:48.3858–TRACE–2023/11/09 21:22:48:3858| 0|  COM5| S | CommandID    104| FA52010405
2023-11-09 21:22:48.4159–TRACE–2023/11/09 21:22:48:4159| 0|  COM5| R | CommandID    104| FA01040A480D0A
2023-11-09 21:22:48.4986–TRACE–2023/11/09 21:22:48:4986| 0|  COM5| S | CommandID    105| FA52020405
2023-11-09 21:22:48.5259–TRACE–2023/11/09 21:22:48:5259| 0|  COM5| R | CommandID    105| FA020437330D0A
2023-11-09 21:22:48.6060–TRACE–2023/11/09 21:22:48:6060| 0|  COM5| S | CommandID    106| FA52030405
2023-11-09 21:22:48.6190–TRACE–2023/11/09 21:22:48:6190| 0|  COM5| R | CommandID    106| FA030416110D0A
2023-11-09 21:22:48.7151–TRACE–2023/11/09 21:22:48:7151| 0|  COM5| S | CommandID    107| FA52010501
2023-11-09 21:22:48.7298–TRACE–2023/11/09 21:22:48:7297| 0|  COM5| R | CommandID    107| FA010401300D0A
2023-11-09 21:22:48.8249–TRACE–2023/11/09 21:22:48:8248| 0|  COM5| S | CommandID    108| FA52030501
2023-11-09 21:22:48.8561–TRACE–2023/11/09 21:22:48:8561| 0|  COM5| R | CommandID    108| FA030405480D0A
2023-11-09 21:22:48.9311–TRACE–2023/11/09 21:22:48:9311| 0|  COM5| S | CommandID    109| FA52020501
2023-11-09 21:22:48.9478–TRACE–2023/11/09 21:22:48:9478| 0|  COM5| R | CommandID    109| FA020401300D0A
2023-11-09 21:22:49.4470–TRACE–2023/11/09 21:22:49:4470| 0|  COM5| S | CommandID    110| FA52010405
2023-11-09 21:22:49.4647–TRACE–2023/11/09 21:22:49:4647| 0|  COM5| R | CommandID    110| FA010427190D0A
2023-11-09 21:22:49.5580–TRACE–2023/11/09 21:22:49:5580| 0|  COM5| S | CommandID    111| FA52020405
2023-11-09 21:22:49.5742–TRACE–2023/11/09 21:22:49:5742| 0|  COM5| R | CommandID    111| FA020410330D0A
2023-11-09 21:22:49.6654–TRACE–2023/11/09 21:22:49:6654| 0|  COM5| S | CommandID    112| FA52030405
2023-11-09 21:22:49.6829–TRACE–2023/11/09 21:22:49:6829| 0|  COM5| R | CommandID    112| FA0304272C0D0A
2023-11-09 21:22:49.7750–TRACE–2023/11/09 21:22:49:7750| 0|  COM5| S | CommandID    113| FA52010501
2023-11-09 21:22:49.8087–TRACE–2023/11/09 21:22:49:8086| 0|  COM5| R | CommandID    113| FA010401340D0A
2023-11-09 21:22:49.8843–TRACE–2023/11/09 21:22:49:8843| 0|  COM5| S | CommandID    114| FA52030501
2023-11-09 21:22:49.9005–TRACE–2023/11/09 21:22:49:9005| 0|  COM5| R | CommandID    114| FA0304010C0D0A
2023-11-09 21:22:49.9967–TRACE–2023/11/09 21:22:49:9967| 0|  COM5| S | CommandID    115| FA52020501
2023-11-09 21:22:50.0098–TRACE–2023/11/09 21:22:50:0098| 0|  COM5| R | CommandID    115| FA020401240D0A
2023-11-09 21:22:50.4978–TRACE–2023/11/09 21:22:50:4978| 0|  COM5| S | CommandID    116| FA52010405
2023-11-09 21:22:50.5274–TRACE–2023/11/09 21:22:50:5273| 0|  COM5| R | CommandID    116| FA01043A470D0A
2023-11-09 21:22:50.6059–TRACE–2023/11/09 21:22:50:6059| 0|  COM5| S | CommandID    117| FA52020405
2023-11-09 21:22:50.6190–TRACE–2023/11/09 21:22:50:6190| 0|  COM5| R | CommandID    117| FA02042C320D0A
2023-11-09 21:22:50.7136–TRACE–2023/11/09 21:22:50:7136| 0|  COM5| S | CommandID    118| FA52030405
2023-11-09 21:22:50.7296–TRACE–2023/11/09 21:22:50:7296| 0|  COM5| R | CommandID    118| FA03042F370D0A
2023-11-09 21:22:50.8248–TRACE–2023/11/09 21:22:50:8248| 0|  COM5| S | CommandID    119| FA52010501
2023-11-09 21:22:50.8368–TRACE–2023/11/09 21:22:50:8368| 0|  COM5| R | CommandID    119| FA010401400D0A
2023-11-09 21:22:50.9313–TRACE–2023/11/09 21:22:50:9313| 0|  COM5| S | CommandID    120| FA52030501
2023-11-09 21:22:50.9477–TRACE–2023/11/09 21:22:50:9477| 0|  COM5| R | CommandID    120| FA030401580D0A
2023-11-09 21:22:51.0409–TRACE–2023/11/09 21:22:51:0409| 0|  COM5| S | CommandID    121| FA52020501
2023-11-09 21:22:51.0563–TRACE–2023/11/09 21:22:51:0563| 0|  COM5| R | CommandID    121| FA020401140D0A
2023-11-09 21:22:51.5437–TRACE–2023/11/09 21:22:51:5437| 0|  COM5| S | CommandID    122| FA52010405
2023-11-09 21:22:51.5580–TRACE–2023/11/09 21:22:51:5580| 0|  COM5| R | CommandID    122| FA01041F2C0D0A
2023-11-09 21:22:51.6560–TRACE–2023/11/09 21:22:51:6559| 0|  COM5| S | CommandID    123| FA52020405
2023-11-09 21:22:51.6840–TRACE–2023/11/09 21:22:51:6840| 0|  COM5| R | CommandID    123| FA020430140D0A
2023-11-09 21:22:51.7654–TRACE–2023/11/09 21:22:51:7654| 0|  COM5| S | CommandID    124| FA52030405
2023-11-09 21:22:51.7917–TRACE–2023/11/09 21:22:51:7917| 0|  COM5| R | CommandID    124| FA030442430D0A
2023-11-09 21:22:51.8742–TRACE–2023/11/09 21:22:51:8742| 0|  COM5| S | CommandID    125| FA52010501
2023-11-09 21:22:51.9016–TRACE–2023/11/09 21:22:51:9016| 0|  COM5| R | CommandID    125| FA010405080D0A
2023-11-09 21:22:51.9785–TRACE–2023/11/09 21:22:51:9785| 0|  COM5| S | CommandID    126| FA52030501
2023-11-09 21:22:51.9954–TRACE–2023/11/09 21:22:51:9954| 0|  COM5| R | CommandID    126| FA030401200D0A
2023-11-09 21:22:52.0876–TRACE–2023/11/09 21:22:52:0876| 0|  COM5| S | CommandID    127| FA52020501
2023-11-09 21:22:52.1233–TRACE–2023/11/09 21:22:52:1233| 0|  COM5| R | CommandID    127| FA020401000D0A
2023-11-09 21:22:52.6040–TRACE–2023/11/09 21:22:52:6040| 0|  COM5| S | CommandID    128| FA52010405
2023-11-09 21:22:52.6199–TRACE–2023/11/09 21:22:52:6199| 0|  COM5| R | CommandID    128| FA010412100D0A
2023-11-09 21:22:52.7129–TRACE–2023/11/09 21:22:52:7129| 0|  COM5| S | CommandID    129| FA52020405
2023-11-09 21:22:52.7284–TRACE–2023/11/09 21:22:52:7284| 0|  COM5| R | CommandID    129| FA02040E370D0A
2023-11-09 21:22:52.8257–TRACE–2023/11/09 21:22:52:8257| 0|  COM5| S | CommandID    130| FA52030405
2023-11-09 21:22:52.8396–TRACE–2023/11/09 21:22:52:8395| 0|  COM5| R | CommandID    130| FA03044F3B0D0A
2023-11-09 21:22:52.9345–TRACE–2023/11/09 21:22:52:9345| 0|  COM5| S | CommandID    131| FA52010501
2023-11-09 21:22:52.9659–TRACE–2023/11/09 21:22:52:9659| 0|  COM5| R | CommandID    131| FA010401100D0A
2023-11-09 21:22:53.0399–TRACE–2023/11/09 21:22:53:0399| 0|  COM5| S | CommandID    132| FA52030501
2023-11-09 21:22:53.0579–TRACE–2023/11/09 21:22:53:0579| 0|  COM5| R | CommandID    132| FA030401240D0A
2023-11-09 21:22:53.1516–TRACE–2023/11/09 21:22:53:1516| 0|  COM5| S | CommandID    133| FA52020501
2023-11-09 21:22:53.1661–TRACE–2023/11/09 21:22:53:1661| 0|  COM5| R | CommandID    133| FA0204012C0D0A
2023-11-09 21:22:53.6651–TRACE–2023/11/09 21:22:53:6651| 0|  COM5| S | CommandID    134| FA52010405
2023-11-09 21:22:53.6832–TRACE–2023/11/09 21:22:53:6832| 0|  COM5| R | CommandID    134| FA01041F4E0D0A
2023-11-09 21:22:53.7765–TRACE–2023/11/09 21:22:53:7765| 0|  COM5| S | CommandID    135| FA52020405
2023-11-09 21:22:53.7910–TRACE–2023/11/09 21:22:53:7910| 0|  COM5| R | CommandID    135| FA02044E1E0D0A
2023-11-09 21:22:53.8870–TRACE–2023/11/09 21:22:53:8870| 0|  COM5| S | CommandID    136| FA52030405
2023-11-09 21:22:53.9181–TRACE–2023/11/09 21:22:53:9181| 0|  COM5| R | CommandID    136| FA03044B0D0D0A
2023-11-09 21:22:53.9953–TRACE–2023/11/09 21:22:53:9952| 0|  COM5| S | CommandID    137| FA52010501
2023-11-09 21:22:54.0107–TRACE–2023/11/09 21:22:54:0107| 0|  COM5| R | CommandID    137| FA010401500D0A
2023-11-09 21:22:54.1047–TRACE–2023/11/09 21:22:54:1047| 0|  COM5| S | CommandID    138| FA52030501
2023-11-09 21:22:54.1202–TRACE–2023/11/09 21:22:54:1202| 0|  COM5| R | CommandID    138| FA030401200D0A
2023-11-09 21:22:54.2141–TRACE–2023/11/09 21:22:54:2141| 0|  COM5| S | CommandID    139| FA52020501
2023-11-09 21:22:54.2276–TRACE–2023/11/09 21:22:54:2275| 0|  COM5| R | CommandID    139| FA020401200D0A
2023-11-09 21:22:54.7276–TRACE–2023/11/09 21:22:54:7276| 0|  COM5| S | CommandID    140| FA52010405
2023-11-09 21:22:54.7594–TRACE–2023/11/09 21:22:54:7594| 0|  COM5| R | CommandID    140| FA0104504E0D0A
2023-11-09 21:22:54.8375–TRACE–2023/11/09 21:22:54:8375| 0|  COM5| S | CommandID    141| FA52020405
2023-11-09 21:22:54.8538–TRACE–2023/11/09 21:22:54:8538| 0|  COM5| R | CommandID    141| FA02040E410D0A
2023-11-09 21:22:54.9465–TRACE–2023/11/09 21:22:54:9465| 0|  COM5| S | CommandID    142| FA52030405
2023-11-09 21:22:54.9644–TRACE–2023/11/09 21:22:54:9644| 0|  COM5| R | CommandID    142| FA03043A160D0A
2023-11-09 21:22:55.0567–TRACE–2023/11/09 21:22:55:0566| 0|  COM5| S | CommandID    143| FA52010501
2023-11-09 21:22:55.0717–TRACE–2023/11/09 21:22:55:0717| 0|  COM5| R | CommandID    143| FA0104014C0D0A
2023-11-09 21:22:55.1678–TRACE–2023/11/09 21:22:55:1677| 0|  COM5| S | CommandID    144| FA52030501
2023-11-09 21:22:55.1992–TRACE–2023/11/09 21:22:55:1992| 0|  COM5| R | CommandID    144| FA030401100D0A
2023-11-09 21:22:55.2787–TRACE–2023/11/09 21:22:55:2787| 0|  COM5| S | CommandID    145| FA52020501
2023-11-09 21:22:55.2919–TRACE–2023/11/09 21:22:55:2919| 0|  COM5| R | CommandID    145| FA020401440D0A
2023-11-09 21:22:55.7909–TRACE–2023/11/09 21:22:55:7909| 0|  COM5| S | CommandID    146| FA52010405
2023-11-09 21:22:55.8075–TRACE–2023/11/09 21:22:55:8075| 0|  COM5| R | CommandID    146| FA01043B4A0D0A
2023-11-09 21:22:55.9002–TRACE–2023/11/09 21:22:55:9002| 0|  COM5| S | CommandID    147| FA52020405
2023-11-09 21:22:55.9165–TRACE–2023/11/09 21:22:55:9165| 0|  COM5| R | CommandID    147| FA02043E180D0A
2023-11-09 21:22:56.0092–TRACE–2023/11/09 21:22:56:0092| 0|  COM5| S | CommandID    148| FA52030405
2023-11-09 21:22:56.0244–TRACE–2023/11/09 21:22:56:0244| 0|  COM5| R | CommandID    148| FA030441340D0A
2023-11-09 21:22:56.1187–TRACE–2023/11/09 21:22:56:1187| 0|  COM5| S | CommandID    149| FA52010501
2023-11-09 21:22:56.1348–TRACE–2023/11/09 21:22:56:1348| 0|  COM5| R | CommandID    149| FA010401580D0A
2023-11-09 21:22:56.2287–TRACE–2023/11/09 21:22:56:2287| 0|  COM5| S | CommandID    150| FA52030501
2023-11-09 21:22:56.2439–TRACE–2023/11/09 21:22:56:2439| 0|  COM5| R | CommandID    150| FA030401400D0A
2023-11-09 21:22:56.3397–TRACE–2023/11/09 21:22:56:3397| 0|  COM5| S | CommandID    151| FA52020501
2023-11-09 21:22:56.3544–TRACE–2023/11/09 21:22:56:3544| 0|  COM5| R | CommandID    151| FA020401100D0A
2023-11-09 21:22:56.8402–TRACE–2023/11/09 21:22:56:8402| 0|  COM5| S | CommandID    152| FA52010405
2023-11-09 21:22:56.8535–TRACE–2023/11/09 21:22:56:8535| 0|  COM5| R | CommandID    152| FA01041D2C0D0A
2023-11-09 21:22:56.9714–TRACE–2023/11/09 21:22:56:9713| 0|  COM5| S | CommandID    153| FA52020405
2023-11-09 21:22:56.9989–TRACE–2023/11/09 21:22:56:9989| 0|  COM5| R | CommandID    153| FA0204341A0D0A
2023-11-09 21:22:57.0727–TRACE–2023/11/09 21:22:57:0727| 0|  COM5| S | CommandID    154| FA52030405
2023-11-09 21:22:57.0880–TRACE–2023/11/09 21:22:57:0879| 0|  COM5| R | CommandID    154| FA030441340D0A
2023-11-09 21:22:57.1831–TRACE–2023/11/09 21:22:57:1831| 0|  COM5| S | CommandID    155| FA52010501
2023-11-09 21:22:57.1980–TRACE–2023/11/09 21:22:57:1980| 0|  COM5| R | CommandID    155| FA0104013C0D0A
2023-11-09 21:22:57.2880–TRACE–2023/11/09 21:22:57:2880| 0|  COM5| S | CommandID    156| FA52030501
2023-11-09 21:22:57.3134–TRACE–2023/11/09 21:22:57:3134| 0|  COM5| R | CommandID    156| FA0304011C0D0A
2023-11-09 21:22:57.3888–TRACE–2023/11/09 21:22:57:3888| 0|  COM5| S | CommandID    157| FA52020501
2023-11-09 21:22:57.4164–TRACE–2023/11/09 21:22:57:4164| 0|  COM5| R | CommandID    157| FA0204011C0D0A
2023-11-09 21:22:57.9013–TRACE–2023/11/09 21:22:57:9013| 0|  COM5| S | CommandID    158| FA52010405
2023-11-09 21:22:57.9158–TRACE–2023/11/09 21:22:57:9158| 0|  COM5| R | CommandID    158| FA01041E370D0A
2023-11-09 21:22:58.0128–TRACE–2023/11/09 21:22:58:0128| 0|  COM5| S | CommandID    159| FA52020405
