2023-11-29 17:00:00.0026–TRACE–2023/11/29 17:00:00:0025| 0| COM84| S | CommandID  19877| FA52010405
2023-11-29 17:01:12.7844–TRACE–2023/11/29 17:01:12:7844| 0| COM84| S | CommandID  20504| FA52010002
2023-11-29 17:01:12.8164–TRACE–2023/11/29 17:01:12:8164| 0| COM84| R | CommandID  20504| FA010403040D0A
2023-11-29 17:01:12.8164–TRACE–2023/11/29 17:01:12:8256| 0| COM84| S | CommandID  20505| FA52020002
2023-11-29 17:01:12.8601–TRACE–2023/11/29 17:01:12:8601| 0| COM84| R | CommandID  20505| FA020403040D0A
2023-11-29 17:01:12.8601–TRACE–2023/11/29 17:01:12:8668| 0| COM84| S | CommandID  20506| FA52030002
2023-11-29 17:01:12.8907–TRACE–2023/11/29 17:01:12:8907| 0| COM84| R | CommandID  20506| FA030403040D0A
2023-11-29 17:01:12.9046–TRACE–2023/11/29 17:01:12:9046| 0| COM84| S | CommandID  20507| FA52010001
2023-11-29 17:01:12.9330–TRACE–2023/11/29 17:01:12:9330| 0| COM84| R | CommandID  20507| FA010401020D0A
2023-11-29 17:01:12.9365–TRACE–2023/11/29 17:01:12:9365| 0| COM84| S | CommandID  20508| FA52020001
2023-11-29 17:01:12.9676–TRACE–2023/11/29 17:01:12:9676| 0| COM84| R | CommandID  20508| FA020401020D0A
2023-11-29 17:01:12.9676–TRACE–2023/11/29 17:01:12:9773| 0| COM84| S | CommandID  20509| FA52030001
2023-11-29 17:01:13.0029–TRACE–2023/11/29 17:01:13:0029| 0| COM84| R | CommandID  20509| FA030401020D0A
2023-11-29 17:01:13.0189–TRACE–2023/11/29 17:01:13:0189| 0| COM84| S | CommandID  20510| FA52010401
2023-11-29 17:01:13.0565–TRACE–2023/11/29 17:01:13:0565| 0| COM84| R | CommandID  20510| FA010A0101020304050607080D0A
2023-11-29 17:01:13.0605–TRACE–2023/11/29 17:01:13:0605| 0| COM84| S | CommandID  20511| FA52020401
2023-11-29 17:01:13.0845–TRACE–2023/11/29 17:01:13:0844| 0| COM84| R | CommandID  20511| FA020A0101020304050607080D0A
2023-11-29 17:01:13.0845–TRACE–2023/11/29 17:01:13:0894| 0| COM84| S | CommandID  20512| FA52030401
2023-11-29 17:01:13.1147–TRACE–2023/11/29 17:01:13:1147| 0| COM84| R | CommandID  20512| FA030A0101020304050607080D0A
2023-11-29 17:01:13.1294–TRACE–2023/11/29 17:01:13:1294| 0| COM84| S | CommandID  20513| FA52010101
2023-11-29 17:01:13.1616–TRACE–2023/11/29 17:01:13:1616| 0| COM84| R | CommandID  20513| FA0103640D0A
2023-11-29 17:01:13.1616–TRACE–2023/11/29 17:01:13:1657| 0| COM84| S | CommandID  20514| FA52020101
2023-11-29 17:01:13.1905–TRACE–2023/11/29 17:01:13:1905| 0| COM84| R | CommandID  20514| FA0203640D0A
2023-11-29 17:01:13.1905–TRACE–2023/11/29 17:01:13:1973| 0| COM84| S | CommandID  20515| FA52030101
2023-11-29 17:01:13.2247–TRACE–2023/11/29 17:01:13:2247| 0| COM84| R | CommandID  20515| FA0303640D0A
2023-11-29 17:01:13.2400–TRACE–2023/11/29 17:01:13:2400| 0| COM84| S | CommandID  20516| FA52010402
2023-11-29 17:01:13.2661–TRACE–2023/11/29 17:01:13:2661| 0| COM84| R | CommandID  20516| FA010400850D0A
2023-11-29 17:01:13.2661–TRACE–2023/11/29 17:01:13:2760| 0| COM84| S | CommandID  20517| FA52020402
2023-11-29 17:01:13.3060–TRACE–2023/11/29 17:01:13:3060| 0| COM84| R | CommandID  20517| FA020400870D0A
2023-11-29 17:01:13.3105–TRACE–2023/11/29 17:01:13:3105| 0| COM84| S | CommandID  20518| FA52030402
2023-11-29 17:01:13.3292–TRACE–2023/11/29 17:01:13:3292| 0| COM84| R | CommandID  20518| FA030400850D0A
2023-11-29 17:01:13.3522–TRACE–2023/11/29 17:01:13:3521| 0| COM84| S | CommandID  20519| FA52010403
2023-11-29 17:01:13.3767–TRACE–2023/11/29 17:01:13:3767| 0| COM84| R | CommandID  20519| FA01054159550D0A
2023-11-29 17:01:13.3767–TRACE–2023/11/29 17:01:13:3811| 0| COM84| S | CommandID  20520| FA52020403
2023-11-29 17:01:13.4058–TRACE–2023/11/29 17:01:13:4058| 0| COM84| R | CommandID  20520| FA02054559550D0A
2023-11-29 17:01:13.4058–TRACE–2023/11/29 17:01:13:4127| 0| COM84| S | CommandID  20521| FA52030403
2023-11-29 17:01:13.4487–TRACE–2023/11/29 17:01:13:4487| 0| COM84| R | CommandID  20521| FA03054555550D0A
2023-11-29 17:01:13.4531–TRACE–2023/11/29 17:01:13:4531| 0| COM84| S | CommandID  20522| FA52010404
2023-11-29 17:01:13.4890–TRACE–2023/11/29 17:01:13:4890| 0| COM84| R | CommandID  20522| FA01034B0D0A
2023-11-29 17:01:13.4890–TRACE–2023/11/29 17:01:13:4959| 0| COM84| S | CommandID  20523| FA52020404
2023-11-29 17:01:13.5401–TRACE–2023/11/29 17:01:13:5401| 0| COM84| R | CommandID  20523| FA02034B0D0A
2023-11-29 17:01:13.5456–TRACE–2023/11/29 17:01:13:5456| 0| COM84| S | CommandID  20524| FA52030404
2023-11-29 17:01:13.5706–TRACE–2023/11/29 17:01:13:5706| 0| COM84| R | CommandID  20524| FA03034B0D0A
2023-11-29 17:01:13.5782–TRACE–2023/11/29 17:01:13:5782| 0| COM84| S | CommandID  20525| FA52010405
2023-11-29 17:01:13.6077–TRACE–2023/11/29 17:01:13:6077| 0| COM84| R | CommandID  20525| FA010434170D0A
2023-11-29 17:01:13.6336–TRACE–2023/11/29 17:01:13:6336| 0| COM84| S | CommandID  20526| FA52020405
2023-11-29 17:01:13.6604–TRACE–2023/11/29 17:01:13:6604| 0| COM84| R | CommandID  20526| FA02041B1A0D0A
2023-11-29 17:01:13.6604–TRACE–2023/11/29 17:01:13:6660| 0| COM84| S | CommandID  20527| FA52030405
2023-11-29 17:01:13.6926–TRACE–2023/11/29 17:01:13:6926| 0| COM84| R | CommandID  20527| FA03041D380D0A
2023-11-29 17:01:13.6926–TRACE–2023/11/29 17:01:13:6976| 0| COM84| S | CommandID  20528| FA52010501
2023-11-29 17:01:13.7249–TRACE–2023/11/29 17:01:13:7249| 0| COM84| R | CommandID  20528| FA010401500D0A
2023-11-29 17:01:13.7410–TRACE–2023/11/29 17:01:13:7410| 0| COM84| S | CommandID  20529| FA52030501
2023-11-29 17:01:13.7866–TRACE–2023/11/29 17:01:13:7866| 0| COM84| R | CommandID  20529| FA030401380D0A
2023-11-29 17:01:13.7866–TRACE–2023/11/29 17:01:13:7947| 0| COM84| S | CommandID  20530| FA52020501
2023-11-29 17:01:13.8274–TRACE–2023/11/29 17:01:13:8273| 0| COM84| R | CommandID  20530| FA020401000D0A
2023-11-29 17:01:15.8612–TRACE–2023/11/29 17:01:15:8611| 0| COM84| S | CommandID  20531| FA52010002
2023-11-29 17:01:15.8993–TRACE–2023/11/29 17:01:15:8992| 0| COM84| R | CommandID  20531| FA010403040D0A
2023-11-29 17:01:15.9038–TRACE–2023/11/29 17:01:15:9038| 0| COM84| S | CommandID  20532| FA52020002
2023-11-29 17:01:15.9220–TRACE–2023/11/29 17:01:15:9220| 0| COM84| R | CommandID  20532| FA020403040D0A
2023-11-29 17:01:15.9400–TRACE–2023/11/29 17:01:15:9400| 0| COM84| S | CommandID  20533| FA52030002
2023-11-29 17:01:15.9702–TRACE–2023/11/29 17:01:15:9702| 0| COM84| R | CommandID  20533| FA030403040D0A
2023-11-29 17:01:15.9702–TRACE–2023/11/29 17:01:15:9752| 0| COM84| S | CommandID  20534| FA52010001
2023-11-29 17:01:16.0025–TRACE–2023/11/29 17:01:16:0025| 0| COM84| R | CommandID  20534| FA010401020D0A
2023-11-29 17:01:16.0025–TRACE–2023/11/29 17:01:16:0076| 0| COM84| S | CommandID  20535| FA52020001
2023-11-29 17:01:16.0339–TRACE–2023/11/29 17:01:16:0339| 0| COM84| R | CommandID  20535| FA020401020D0A
2023-11-29 17:01:16.0339–TRACE–2023/11/29 17:01:16:0394| 0| COM84| S | CommandID  20536| FA52030001
2023-11-29 17:01:16.0629–TRACE–2023/11/29 17:01:16:0629| 0| COM84| R | CommandID  20536| FA030401020D0A
2023-11-29 17:01:16.0790–TRACE–2023/11/29 17:01:16:0790| 0| COM84| S | CommandID  20537| FA52010401
2023-11-29 17:01:16.1131–TRACE–2023/11/29 17:01:16:1131| 0| COM84| R | CommandID  20537| FA010A0101020304050607080D0A
2023-11-29 17:01:16.1131–TRACE–2023/11/29 17:01:16:1181| 0| COM84| S | CommandID  20538| FA52020401
2023-11-29 17:01:16.1470–TRACE–2023/11/29 17:01:16:1470| 0| COM84| R | CommandID  20538| FA020A0101020304050607080D0A
2023-11-29 17:01:16.1470–TRACE–2023/11/29 17:01:16:1517| 0| COM84| S | CommandID  20539| FA52030401
2023-11-29 17:01:16.1715–TRACE–2023/11/29 17:01:16:1715| 0| COM84| R | CommandID  20539| FA030A0001020304050607080D0A
2023-11-29 17:01:16.1913–TRACE–2023/11/29 17:01:16:1913| 0| COM84| S | CommandID  20540| FA52010101
2023-11-29 17:01:16.2334–TRACE–2023/11/29 17:01:16:2334| 0| COM84| R | CommandID  20540| FA0103640D0A
2023-11-29 17:01:16.2334–TRACE–2023/11/29 17:01:16:2423| 0| COM84| S | CommandID  20541| FA52020101
2023-11-29 17:01:16.2801–TRACE–2023/11/29 17:01:16:2801| 0| COM84| R | CommandID  20541| FA0203640D0A
2023-11-29 17:01:16.2801–TRACE–2023/11/29 17:01:16:2844| 0| COM84| S | CommandID  20542| FA52030101
2023-11-29 17:01:16.3169–TRACE–2023/11/29 17:01:16:3169| 0| COM84| R | CommandID  20542| FA0303640D0A
2023-11-29 17:01:16.3169–TRACE–2023/11/29 17:01:16:3240| 0| COM84| S | CommandID  20543| FA52010402
2023-11-29 17:01:16.3516–TRACE–2023/11/29 17:01:16:3516| 0| COM84| R | CommandID  20543| FA010400850D0A
2023-11-29 17:01:16.3701–TRACE–2023/11/29 17:01:16:3701| 0| COM84| S | CommandID  20544| FA52020402
2023-11-29 17:01:16.4077–TRACE–2023/11/29 17:01:16:4076| 0| COM84| R | CommandID  20544| FA020400890D0A
2023-11-29 17:01:16.4077–TRACE–2023/11/29 17:01:16:4119| 0| COM84| S | CommandID  20545| FA52030402
2023-11-29 17:01:16.4430–TRACE–2023/11/29 17:01:16:4430| 0| COM84| R | CommandID  20545| FA030400850D0A
2023-11-29 17:01:16.4430–TRACE–2023/11/29 17:01:16:4486| 0| COM84| S | CommandID  20546| FA52010403
2023-11-29 17:01:16.4670–TRACE–2023/11/29 17:01:16:4670| 0| COM84| R | CommandID  20546| FA01054555550D0A
2023-11-29 17:01:16.4890–TRACE–2023/11/29 17:01:16:4890| 0| COM84| S | CommandID  20547| FA52020403
2023-11-29 17:01:16.5189–TRACE–2023/11/29 17:01:16:5189| 0| COM84| R | CommandID  20547| FA02054359550D0A
2023-11-29 17:01:16.5189–TRACE–2023/11/29 17:01:16:5261| 0| COM84| S | CommandID  20548| FA52030403
2023-11-29 17:01:16.5660–TRACE–2023/11/29 17:01:16:5660| 0| COM84| R | CommandID  20548| FA03054555550D0A
2023-11-29 17:01:16.5660–TRACE–2023/11/29 17:01:16:5731| 0| COM84| S | CommandID  20549| FA52010404
2023-11-29 17:01:16.5958–TRACE–2023/11/29 17:01:16:5958| 0| COM84| R | CommandID  20549| FA01034B0D0A
2023-11-29 17:01:16.6098–TRACE–2023/11/29 17:01:16:6097| 0| COM84| S | CommandID  20550| FA52020404
2023-11-29 17:01:16.6249–TRACE–2023/11/29 17:01:16:6249| 0| COM84| R | CommandID  20550| FA02034B0D0A
2023-11-29 17:01:16.6439–TRACE–2023/11/29 17:01:16:6439| 0| COM84| S | CommandID  20551| FA52030404
2023-11-29 17:01:16.6732–TRACE–2023/11/29 17:01:16:6732| 0| COM84| R | CommandID  20551| FA03034B0D0A
2023-11-29 17:01:16.6732–TRACE–2023/11/29 17:01:16:6790| 0| COM84| S | CommandID  20552| FA52010405
2023-11-29 17:01:16.7060–TRACE–2023/11/29 17:01:16:7060| 0| COM84| R | CommandID  20552| FA010435160D0A
2023-11-29 17:01:16.7060–TRACE–2023/11/29 17:01:16:7132| 0| COM84| S | CommandID  20553| FA52020405
2023-11-29 17:01:16.7426–TRACE–2023/11/29 17:01:16:7425| 0| COM84| R | CommandID  20553| FA020421320D0A
2023-11-29 17:01:16.7603–TRACE–2023/11/29 17:01:16:7603| 0| COM84| S | CommandID  20554| FA52030405
2023-11-29 17:01:16.8087–TRACE–2023/11/29 17:01:16:8087| 0| COM84| R | CommandID  20554| FA03040C110D0A
2023-11-29 17:01:16.8179–TRACE–2023/11/29 17:01:16:8179| 0| COM84| S | CommandID  20555| FA52010501
2023-11-29 17:01:16.8503–TRACE–2023/11/29 17:01:16:8503| 0| COM84| R | CommandID  20555| FA010401240D0A
2023-11-29 17:01:16.8503–TRACE–2023/11/29 17:01:16:8564| 0| COM84| S | CommandID  20556| FA52030501
2023-11-29 17:01:16.8751–TRACE–2023/11/29 17:01:16:8750| 0| COM84| R | CommandID  20556| FA0304014C0D0A
2023-11-29 17:01:16.8751–TRACE–2023/11/29 17:01:16:8826| 0| COM84| S | CommandID  20557| FA52020501
2023-11-29 17:01:16.9155–TRACE–2023/11/29 17:01:16:9155| 0| COM84| R | CommandID  20557| FA020401480D0A
2023-11-29 17:01:18.9446–TRACE–2023/11/29 17:01:18:9446| 0| COM84| S | CommandID  20558| FA52010002
2023-11-29 17:01:18.9696–TRACE–2023/11/29 17:01:18:9696| 0| COM84| R | CommandID  20558| FA010403040D0A
2023-11-29 17:01:18.9872–TRACE–2023/11/29 17:01:18:9872| 0| COM84| S | CommandID  20559| FA52020002
2023-11-29 17:01:19.0167–TRACE–2023/11/29 17:01:19:0167| 0| COM84| R | CommandID  20559| FA020403040D0A
2023-11-29 17:01:19.0167–TRACE–2023/11/29 17:01:19:0209| 0| COM84| S | CommandID  20560| FA52030002
2023-11-29 17:01:19.0477–TRACE–2023/11/29 17:01:19:0476| 0| COM84| R | CommandID  20560| FA030403040D0A
2023-11-29 17:01:19.0477–TRACE–2023/11/29 17:01:19:0530| 0| COM84| S | CommandID  20561| FA52010001
2023-11-29 17:01:19.0790–TRACE–2023/11/29 17:01:19:0790| 0| COM84| R | CommandID  20561| FA010401020D0A
2023-11-29 17:01:19.1058–TRACE–2023/11/29 17:01:19:1057| 0| COM84| S | CommandID  20562| FA52020001
2023-11-29 17:01:19.1483–TRACE–2023/11/29 17:01:19:1483| 0| COM84| R | CommandID  20562| FA020401020D0A
2023-11-29 17:01:19.1696–TRACE–2023/11/29 17:01:19:1696| 0| COM84| S | CommandID  20563| FA52030001
2023-11-29 17:01:19.2097–TRACE–2023/11/29 17:01:19:2097| 0| COM84| R | CommandID  20563| FA030401020D0A
2023-11-29 17:01:19.2097–TRACE–2023/11/29 17:01:19:2140| 0| COM84| S | CommandID  20564| FA52010401
2023-11-29 17:01:19.2395–TRACE–2023/11/29 17:01:19:2394| 0| COM84| R | CommandID  20564| FA010A0101020304050607080D0A
2023-11-29 17:01:19.2395–TRACE–2023/11/29 17:01:19:2450| 0| COM84| S | CommandID  20565| FA52020401
2023-11-29 17:01:19.2648–TRACE–2023/11/29 17:01:19:2648| 0| COM84| R | CommandID  20565| FA020A0101020304050607080D0A
2023-11-29 17:01:19.2937–TRACE–2023/11/29 17:01:19:2937| 0| COM84| S | CommandID  20566| FA52030401
2023-11-29 17:01:19.3217–TRACE–2023/11/29 17:01:19:3217| 0| COM84| R | CommandID  20566| FA030A0101020304050607080D0A
2023-11-29 17:01:19.3376–TRACE–2023/11/29 17:01:19:3376| 0| COM84| S | CommandID  20567| FA52010101
2023-11-29 17:01:19.3679–TRACE–2023/11/29 17:01:19:3679| 0| COM84| R | CommandID  20567| FA0103640D0A
2023-11-29 17:01:19.3759–TRACE–2023/11/29 17:01:19:3759| 0| COM84| S | CommandID  20568| FA52020101
2023-11-29 17:01:19.4053–TRACE–2023/11/29 17:01:19:4053| 0| COM84| R | CommandID  20568| FA0203640D0A
2023-11-29 17:01:19.4053–TRACE–2023/11/29 17:01:19:4122| 0| COM84| S | CommandID  20569| FA52030101
2023-11-29 17:01:19.4391–TRACE–2023/11/29 17:01:19:4390| 0| COM84| R | CommandID  20569| FA0303640D0A
2023-11-29 17:01:19.4598–TRACE–2023/11/29 17:01:19:4598| 0| COM84| S | CommandID  20570| FA52010402
2023-11-29 17:01:19.5059–TRACE–2023/11/29 17:01:19:5058| 0| COM84| R | CommandID  20570| FA010400870D0A
2023-11-29 17:01:19.5235–TRACE–2023/11/29 17:01:19:5235| 0| COM84| S | CommandID  20571| FA52020402
2023-11-29 17:01:19.5533–TRACE–2023/11/29 17:01:19:5532| 0| COM84| R | CommandID  20571| FA020400850D0A
2023-11-29 17:01:19.5533–TRACE–2023/11/29 17:01:19:5582| 0| COM84| S | CommandID  20572| FA52030402
2023-11-29 17:01:19.5848–TRACE–2023/11/29 17:01:19:5847| 0| COM84| R | CommandID  20572| FA030400890D0A
2023-11-29 17:01:19.5946–TRACE–2023/11/29 17:01:19:5946| 0| COM84| S | CommandID  20573| FA52010403
2023-11-29 17:01:19.6234–TRACE–2023/11/29 17:01:19:6234| 0| COM84| R | CommandID  20573| FA01054559550D0A
2023-11-29 17:01:19.6234–TRACE–2023/11/29 17:01:19:6373| 0| COM84| S | CommandID  20574| FA52020403
2023-11-29 17:01:19.6622–TRACE–2023/11/29 17:01:19:6622| 0| COM84| R | CommandID  20574| FA02054559550D0A
2023-11-29 17:01:19.6772–TRACE–2023/11/29 17:01:19:6772| 0| COM84| S | CommandID  20575| FA52030403
2023-11-29 17:01:19.7069–TRACE–2023/11/29 17:01:19:7069| 0| COM84| R | CommandID  20575| FA03054359550D0A
2023-11-29 17:01:19.7069–TRACE–2023/11/29 17:01:19:7124| 0| COM84| S | CommandID  20576| FA52010404
2023-11-29 17:01:19.7390–TRACE–2023/11/29 17:01:19:7389| 0| COM84| R | CommandID  20576| FA01034B0D0A
2023-11-29 17:01:19.7390–TRACE–2023/11/29 17:01:19:7443| 0| COM84| S | CommandID  20577| FA52020404
2023-11-29 17:01:19.7756–TRACE–2023/11/29 17:01:19:7756| 0| COM84| R | CommandID  20577| FA02034B0D0A
2023-11-29 17:01:19.7978–TRACE–2023/11/29 17:01:19:7978| 0| COM84| S | CommandID  20578| FA52030404
2023-11-29 17:01:19.8285–TRACE–2023/11/29 17:01:19:8285| 0| COM84| R | CommandID  20578| FA03034B0D0A
2023-11-29 17:01:19.8442–TRACE–2023/11/29 17:01:19:8441| 0| COM84| S | CommandID  20579| FA52010405
2023-11-29 17:01:19.8760–TRACE–2023/11/29 17:01:19:8760| 0| COM84| R | CommandID  20579| FA010418120D0A
2023-11-29 17:01:19.8760–TRACE–2023/11/29 17:01:19:8820| 0| COM84| S | CommandID  20580| FA52020405
2023-11-29 17:01:19.9278–TRACE–2023/11/29 17:01:19:9278| 0| COM84| R | CommandID  20580| FA0204283E0D0A
2023-11-29 17:01:19.9278–TRACE–2023/11/29 17:01:19:9341| 0| COM84| S | CommandID  20581| FA52030405
2023-11-29 17:01:19.9765–TRACE–2023/11/29 17:01:19:9765| 0| COM84| R | CommandID  20581| FA03041A260D0A
2023-11-29 17:01:19.9834–TRACE–2023/11/29 17:01:19:9834| 0| COM84| S | CommandID  20582| FA52010501
2023-11-29 17:01:19.9997–TRACE–2023/11/29 17:01:19:9997| 0| COM84| R | CommandID  20582| FA010401200D0A
2023-11-29 17:01:20.0269–TRACE–2023/11/29 17:01:20:0269| 0| COM84| S | CommandID  20583| FA52030501
2023-11-29 17:01:20.0674–TRACE–2023/11/29 17:01:20:0674| 0| COM84| R | CommandID  20583| FA030401080D0A
2023-11-29 17:01:20.0807–TRACE–2023/11/29 17:01:20:0806| 0| COM84| S | CommandID  20584| FA52020501
2023-11-29 17:01:20.1097–TRACE–2023/11/29 17:01:20:1097| 0| COM84| R | CommandID  20584| FA020401580D0A
2023-11-29 17:01:22.0093–TRACE–2023/11/29 17:01:22:0093| 0| COM84| S | CommandID  20585| FA52010002
2023-11-29 17:01:22.0364–TRACE–2023/11/29 17:01:22:0364| 0| COM84| R | CommandID  20585| FA010403040D0A
2023-11-29 17:01:22.0364–TRACE–2023/11/29 17:01:22:0419| 0| COM84| S | CommandID  20586| FA52020002
2023-11-29 17:01:22.0683–TRACE–2023/11/29 17:01:22:0683| 0| COM84| R | CommandID  20586| FA020403040D0A
2023-11-29 17:01:22.0683–TRACE–2023/11/29 17:01:22:0731| 0| COM84| S | CommandID  20587| FA52030002
2023-11-29 17:01:22.1007–TRACE–2023/11/29 17:01:22:1007| 0| COM84| R | CommandID  20587| FA030403040D0A
2023-11-29 17:01:22.1105–TRACE–2023/11/29 17:01:22:1105| 0| COM84| S | CommandID  20588| FA52010001
2023-11-29 17:01:22.1404–TRACE–2023/11/29 17:01:22:1404| 0| COM84| R | CommandID  20588| FA010401020D0A
2023-11-29 17:01:22.1745–TRACE–2023/11/29 17:01:22:1745| 0| COM84| S | CommandID  20589| FA52020001
2023-11-29 17:01:22.2053–TRACE–2023/11/29 17:01:22:2053| 0| COM84| R | CommandID  20589| FA020401020D0A
2023-11-29 17:01:22.2212–TRACE–2023/11/29 17:01:22:2212| 0| COM84| S | CommandID  20590| FA52030001
2023-11-29 17:01:22.2506–TRACE–2023/11/29 17:01:22:2505| 0| COM84| R | CommandID  20590| FA030401020D0A
2023-11-29 17:01:22.2506–TRACE–2023/11/29 17:01:22:2587| 0| COM84| S | CommandID  20591| FA52010401
2023-11-29 17:01:22.3017–TRACE–2023/11/29 17:01:22:3017| 0| COM84| R | CommandID  20591| FA010A0101020304050607080D0A
2023-11-29 17:01:22.3116–TRACE–2023/11/29 17:01:22:3116| 0| COM84| S | CommandID  20592| FA52020401
2023-11-29 17:01:22.3571–TRACE–2023/11/29 17:01:22:3571| 0| COM84| R | CommandID  20592| FA020A0101020304050607080D0A
2023-11-29 17:01:22.3571–TRACE–2023/11/29 17:01:22:3653| 0| COM84| S | CommandID  20593| FA52030401
2023-11-29 17:01:22.3899–TRACE–2023/11/29 17:01:22:3899| 0| COM84| R | CommandID  20593| FA030A0101020304050607080D0A
2023-11-29 17:01:22.4152–TRACE–2023/11/29 17:01:22:4152| 0| COM84| S | CommandID  20594| FA52010101
2023-11-29 17:01:22.4423–TRACE–2023/11/29 17:01:22:4423| 0| COM84| R | CommandID  20594| FA0103640D0A
2023-11-29 17:01:22.4599–TRACE–2023/11/29 17:01:22:4599| 0| COM84| S | CommandID  20595| FA52020101
2023-11-29 17:01:22.4867–TRACE–2023/11/29 17:01:22:4867| 0| COM84| R | CommandID  20595| FA0203640D0A
2023-11-29 17:01:22.4867–TRACE–2023/11/29 17:01:22:4931| 0| COM84| S | CommandID  20596| FA52030101
2023-11-29 17:01:22.5270–TRACE–2023/11/29 17:01:22:5269| 0| COM84| R | CommandID  20596| FA0303640D0A
2023-11-29 17:01:22.5405–TRACE–2023/11/29 17:01:22:5405| 0| COM84| S | CommandID  20597| FA52010402
2023-11-29 17:01:22.5784–TRACE–2023/11/29 17:01:22:5784| 0| COM84| R | CommandID  20597| FA010400870D0A
2023-11-29 17:01:22.5955–TRACE–2023/11/29 17:01:22:5955| 0| COM84| S | CommandID  20598| FA52020402
2023-11-29 17:01:22.6250–TRACE–2023/11/29 17:01:22:6250| 0| COM84| R | CommandID  20598| FA020400850D0A
2023-11-29 17:01:22.6442–TRACE–2023/11/29 17:01:22:6442| 0| COM84| S | CommandID  20599| FA52030402
2023-11-29 17:01:22.6722–TRACE–2023/11/29 17:01:22:6721| 0| COM84| R | CommandID  20599| FA030400870D0A
2023-11-29 17:01:22.6722–TRACE–2023/11/29 17:01:22:6795| 0| COM84| S | CommandID  20600| FA52010403
2023-11-29 17:01:22.7196–TRACE–2023/11/29 17:01:22:7196| 0| COM84| R | CommandID  20600| FA01055759550D0A
2023-11-29 17:01:22.7196–TRACE–2023/11/29 17:01:22:7263| 0| COM84| S | CommandID  20601| FA52020403
2023-11-29 17:01:22.7533–TRACE–2023/11/29 17:01:22:7533| 0| COM84| R | CommandID  20601| FA02054559550D0A
2023-11-29 17:01:22.7533–TRACE–2023/11/29 17:01:22:7603| 0| COM84| S | CommandID  20602| FA52030403
2023-11-29 17:01:22.7795–TRACE–2023/11/29 17:01:22:7795| 0| COM84| R | CommandID  20602| FA03054355550D0A
2023-11-29 17:01:22.8019–TRACE–2023/11/29 17:01:22:8019| 0| COM84| S | CommandID  20603| FA52010404
2023-11-29 17:01:22.8357–TRACE–2023/11/29 17:01:22:8356| 0| COM84| R | CommandID  20603| FA01034B0D0A
2023-11-29 17:01:22.8442–TRACE–2023/11/29 17:01:22:8441| 0| COM84| S | CommandID  20604| FA52020404
2023-11-29 17:01:22.9016–TRACE–2023/11/29 17:01:22:9016| 0| COM84| R | CommandID  20604| FA02034B0D0A
2023-11-29 17:01:22.9116–TRACE–2023/11/29 17:01:22:9115| 0| COM84| S | CommandID  20605| FA52030404
2023-11-29 17:01:22.9433–TRACE–2023/11/29 17:01:22:9433| 0| COM84| R | CommandID  20605| FA03034B0D0A
2023-11-29 17:01:22.9506–TRACE–2023/11/29 17:01:22:9506| 0| COM84| S | CommandID  20606| FA52010405
2023-11-29 17:01:22.9747–TRACE–2023/11/29 17:01:22:9746| 0| COM84| R | CommandID  20606| FA01041E230D0A
2023-11-29 17:01:22.9824–TRACE–2023/11/29 17:01:22:9823| 0| COM84| S | CommandID  20607| FA52020405
2023-11-29 17:01:23.0001–TRACE–2023/11/29 17:01:23:0000| 0| COM84| R | CommandID  20607| FA020416390D0A
2023-11-29 17:01:23.0308–TRACE–2023/11/29 17:01:23:0307| 0| COM84| S | CommandID  20608| FA52030405
2023-11-29 17:01:23.0757–TRACE–2023/11/29 17:01:23:0757| 0| COM84| R | CommandID  20608| FA03041B110D0A
2023-11-29 17:01:23.0965–TRACE–2023/11/29 17:01:23:0965| 0| COM84| S | CommandID  20609| FA52010501
2023-11-29 17:01:23.1289–TRACE–2023/11/29 17:01:23:1289| 0| COM84| R | CommandID  20609| FA010401600D0A
2023-11-29 17:01:23.1289–TRACE–2023/11/29 17:01:23:1368| 0| COM84| S | CommandID  20610| FA52030501
2023-11-29 17:01:23.1787–TRACE–2023/11/29 17:01:23:1787| 0| COM84| R | CommandID  20610| FA030401500D0A
2023-11-29 17:01:23.1787–TRACE–2023/11/29 17:01:23:1846| 0| COM84| S | CommandID  20611| FA52020501
2023-11-29 17:01:23.2268–TRACE–2023/11/29 17:01:23:2268| 0| COM84| R | CommandID  20611| FA020401340D0A
2023-11-29 17:01:25.0988–TRACE–2023/11/29 17:01:25:0988| 0| COM84| S | CommandID  20612| FA52010002
2023-11-29 17:01:25.1308–TRACE–2023/11/29 17:01:25:1308| 0| COM84| R | CommandID  20612| FA010403040D0A
2023-11-29 17:01:25.1308–TRACE–2023/11/29 17:01:25:1366| 0| COM84| S | CommandID  20613| FA52020002
2023-11-29 17:01:25.1553–TRACE–2023/11/29 17:01:25:1553| 0| COM84| R | CommandID  20613| FA020403040D0A
2023-11-29 17:01:25.1788–TRACE–2023/11/29 17:01:25:1788| 0| COM84| S | CommandID  20614| FA52030002
2023-11-29 17:01:25.2078–TRACE–2023/11/29 17:01:25:2078| 0| COM84| R | CommandID  20614| FA030403040D0A
2023-11-29 17:01:25.2267–TRACE–2023/11/29 17:01:25:2267| 0| COM84| S | CommandID  20615| FA52010001
2023-11-29 17:01:25.2566–TRACE–2023/11/29 17:01:25:2566| 0| COM84| R | CommandID  20615| FA010401020D0A
